csvFiles/angularEnd,counts
0.39269908169872414,29
0.6283185307179586,37
0.7068583470577035,8
0.07853981633974483,22
0.23561944901923448,25
0.3141592653589793,21
0.5497787143782138,42
0,19
0.15707963267948966,51
0.47123889803846897,26
