csvFiles/angular0,counts
0.15707963267948966,24
0.23561944901923448,19
0.47123889803846897,21
0.5497787143782138,30
0,21
0.07853981633974483,10
0.6283185307179586,16
0.7068583470577035,20
0.3141592653589793,20
0.39269908169872414,19
